level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
-1;;1;30;2;Good;0;0;49;39;7;8;
level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
0;Ana;4;10;2;Good;-30;0;-47;0;9;9;
level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
0;Ana;4;10;2;Good;-30;0;-47;0;-1;-1;
level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
0;Ana;4;10;2;Good;2;1;48;40;8;8;91;82;CutTomato;Happy;yes;
0;Ana;4;10;2;Good;2;1;48;40;8;8;67;58;CutTomato;Happy;yes;
0;Ana;4;10;2;Good;2;1;48;40;8;8;43;41;DeliverOrder;Happy;yes;
0;Ana;4;10;2;Good;2;1;48;40;8;8;25;16;CutTomato;Happy;yes;
0;Ana;4;10;2;Good;2;1;48;40;8;8;1;0;CutTomato;Happy;yes;
level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
1;Ana;4;10;1;Good;46;2;48;38;9;9;84;76;CutTomato;Happy;yes;
1;Ana;4;10;1;Good;46;2;48;38;9;9;70;61;CutTomato;Happy;yes;
1;Ana;4;10;1;Good;46;2;48;38;9;9;53;50;DeliverOrder;Happy;yes;
1;Ana;4;10;1;Good;46;2;48;38;9;9;43;34;CutTomato;Happy;yes;
1;Ana;4;10;1;Good;46;2;48;38;9;9;28;19;CutTomato;Happy;yes;
1;Ana;4;10;1;Good;46;2;48;38;9;9;12;10;DeliverOrder;Happy;yes;
1;Ana;4;10;1;Good;46;2;48;38;9;9;5;0;CutOnion;Happy;yes;
level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
2;Ana;4;10;0;Good;24;1;46;39;9;9;85;77;CutOnion;Happy;yes;
2;Ana;4;10;0;Good;24;1;46;39;9;9;67;59;CutOnion;Happy;yes;
2;Ana;4;10;0;Good;24;1;46;39;9;9;43;41;DeliverOrder;Happy;yes;
2;Ana;4;10;0;Good;24;1;46;39;9;9;33;24;CutOnion;Happy;yes;
2;Ana;4;10;0;Good;24;1;46;39;9;9;15;6;CutOnion;Happy;yes;
level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
3;Breno;1;60;1;Bad;22;1;48;39;9;9;83;83;CutOnion;Normal;yes;
3;Breno;1;60;1;Bad;22;1;48;39;9;9;81;81;CutOnion;Sleepy;no;
3;Breno;1;60;1;Bad;22;1;48;39;9;9;75;63;CutOnion;Angry;yes;
3;Breno;1;60;1;Bad;22;1;48;39;9;9;55;43;CutOnion;Angry;yes;
3;Breno;1;60;1;Bad;22;1;48;39;9;9;34;26;DeliverOrder;Angry;yes;
3;Breno;1;60;1;Bad;22;1;48;39;9;9;23;23;CutOnion;Angry;yes;
3;Breno;1;60;1;Bad;22;1;48;39;9;9;23;23;CutOnion;Sleepy;no;
3;Breno;1;60;1;Bad;22;1;48;39;9;9;22;6;CutOnion;Angry;yes;
level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
4;Breno;1;60;0;Bad;22;1;49;33;9;9;84;84;CutTomato;Normal;yes;
4;Breno;1;60;0;Bad;22;1;49;33;9;9;82;82;CutTomato;Sleepy;no;
4;Breno;1;60;0;Bad;22;1;49;33;9;9;76;76;CutTomato;Sleepy;no;
4;Breno;1;60;0;Bad;22;1;49;33;9;9;75;75;CutTomato;Sleepy;no;
4;Breno;1;60;0;Bad;22;1;49;33;9;9;74;74;CutTomato;Sleepy;no;
4;Breno;1;60;0;Bad;22;1;49;33;9;9;67;67;CutTomato;Sleepy;no;
4;Breno;1;60;0;Bad;22;1;49;33;9;9;58;58;CutTomato;Sleepy;no;
4;Breno;1;60;0;Bad;22;1;49;33;9;9;57;48;CutTomato;Angry;yes;
4;Breno;1;60;0;Bad;22;1;49;33;9;9;43;43;CutTomato;Angry;yes;
4;Breno;1;60;0;Bad;22;1;49;33;9;9;42;32;CutTomato;Angry;yes;
4;Breno;1;60;0;Bad;22;1;49;33;9;9;17;17;DeliverOrder;Angry;yes;
4;Breno;1;60;0;Bad;22;1;49;33;9;9;16;8;DeliverOrder;Angry;yes;
4;Breno;1;60;0;Bad;22;1;49;33;9;9;0;0;CutOnion;Angry;yes;
level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
5;Carlos;2;20;1;Neutral;46;2;49;39;9;9;85;85;CutOnion;Normal;yes;
5;Carlos;2;20;1;Neutral;46;2;49;39;9;9;85;76;CutOnion;Confused;yes;
5;Carlos;2;20;1;Neutral;46;2;49;39;9;9;70;59;CutOnion;Confused;yes;
5;Carlos;2;20;1;Neutral;46;2;49;39;9;9;46;46;DeliverOrder;Confused;yes;
5;Carlos;2;20;1;Neutral;46;2;49;39;9;9;43;40;DeliverOrder;Confused;yes;
5;Carlos;2;20;1;Neutral;46;2;49;39;9;9;36;25;CutTomato;Confused;yes;
5;Carlos;2;20;1;Neutral;46;2;49;39;9;9;22;13;CutTomato;Confused;yes;
5;Carlos;2;20;1;Neutral;46;2;49;39;9;9;2;0;DeliverOrder;Confused;yes;
level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
6;Carlos;2;20;0;Neutral;24;1;49;31;9;9;82;74;CutOnion;Confused;yes;
6;Carlos;2;20;0;Neutral;24;1;49;31;9;9;65;65;CutOnion;Confused;yes;
6;Carlos;2;20;0;Neutral;24;1;49;31;9;9;64;56;CutOnion;Confused;yes;
6;Carlos;2;20;0;Neutral;24;1;49;31;9;9;48;44;DeliverOrder;Confused;yes;
6;Carlos;2;20;0;Neutral;24;1;49;31;9;9;41;31;CutTomato;Confused;yes;
6;Carlos;2;20;0;Neutral;24;1;49;31;9;9;26;26;CutTomato;Confused;yes;
6;Carlos;2;20;0;Neutral;24;1;49;31;9;9;25;25;CutTomato;Sleepy;no;
6;Carlos;2;20;0;Neutral;24;1;49;31;9;9;18;18;CutTomato;Sleepy;no;
6;Carlos;2;20;0;Neutral;24;1;49;31;9;9;17;8;CutTomato;Confused;yes;
6;Carlos;2;20;0;Neutral;24;1;49;31;9;9;0;0;DeliverOrder;Confused;yes;
level;nickname;movement Speed;probality To Sleep;games Available;personality;totalScore;numberOfDelivery;EmojiGrid After Round(X);EmojiGrid After Round(Y);Arousal; Valence;timestamp Start;timestamp End;action Requested;faceShown;Was Realized;
7;Danilo;3;30;1;Good;46;2;48;39;9;9;84;76;CutOnion;Happy;yes;
7;Danilo;3;30;1;Good;46;2;48;39;9;9;70;61;CutOnion;Happy;yes;
7;Danilo;3;30;1;Good;46;2;48;39;9;9;52;52;DeliverOrder;Happy;yes;
